timestamp,xapp_id,ue_id,cell_id,action_type,expected_action,action_context_match,rsrp,sinr,cell_load,throughput_mbps,latency_ms,performance_delta,degradation_flag,message_frequency,repeat_target_count,unique_target_ratio,rolling_degradation_count,persistent_target_flag,context_violation_score,is_malicious
2026-01-01 00:00:01.800,xapp_1,62,3,no_action,no_action,1,-96.19234344597203,13.201109273540062,70.86124877288816,76.55863440915033,72.22951511290401,0,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:01.900,xapp_0,27,1,no_action,no_action,1,-92.04611709567153,16.48060138532288,63.91582908269834,82.55365827266223,65.47731315602628,0,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:02.000,xapp_2,70,3,no_action,no_action,1,-101.3229659364033,12.896773386173205,54.85928225209846,75.9335609090446,64.53286773987602,0,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:02.100,xapp_2,59,1,no_action,no_action,1,-96.41821815377295,11.686308433108934,57.80290789887576,73.30400835611862,67.21514551632895,0,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:02.200,xapp_1,52,4,no_action,no_action,1,-90.14840643609313,6.632476890048885,43.91202248346514,58.64302632365625,65.32353435168369,0,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:02.300,xapp_0,59,1,no_action,no_action,1,-97.94068943522552,14.678109745995165,65.17353502567093,79.41359448417171,67.90865776684029,0,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:02.400,xapp_2,96,1,no_action,no_action,1,-78.53187610168064,20.328968542746523,22.518612875419336,88.29484588619249,40.930337894963145,0,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:02.500,xapp_1,32,4,no_action,no_action,1,-78.1573715106227,13.928377583719035,49.66208684303632,77.99970953524826,60.90266583779913,0,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:02.600,xapp_0,38,5,no_action,no_action,1,-78.7583575529745,21.961628767459516,46.79038772205346,90.4230615423689,51.43356509356721,0,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:02.700,xapp_0,73,4,no_action,no_action,1,-89.38484041132342,24.669199004640593,61.2145620891685,93.63932745757019,55.93808203994366,0,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:02.800,xapp_2,20,4,no_action,no_action,1,-102.40530744852906,15.342814874030136,44.06544429410843,80.61169176944088,56.689907273024076,0,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:02.900,xapp_0,40,2,no_action,no_action,1,-86.21126055491855,17.409895695014473,73.89684537930484,84.04819095435899,69.53852699463795,0,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:03.000,xapp_0,89,2,no_action,no_action,1,-83.49186226104264,8.845678417830225,63.41189901906194,65.98981237305581,72.86027109170074,0,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:03.100,xapp_0,2,1,no_action,no_action,1,-79.54285796574058,16.299413971242117,71.72734307665965,82.2530252271226,69.56425756708771,0,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:03.200,xapp_0,99,3,no_action,no_action,1,-85.82446747506482,16.48492336616593,63.75739275518815,82.56079135635557,65.39377301142815,0,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:03.300,xapp_2,72,4,no_action,no_action,1,-87.2284143240242,16.131441347494373,72.71102148864958,81.97149264060937,70.22406939683042,0,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:03.400,xapp_2,89,3,no_action,no_action,1,-91.14392747766021,5.327149022494751,62.25988565224921,53.231111517125626,75.80279380362985,0,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:03.500,xapp_0,68,1,no_action,no_action,1,-90.12571951881958,8.349629672426076,59.62068561643308,64.49818445436878,71.46071313579046,0,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:03.600,xapp_2,67,1,handover,handover,1,-86.65505182435531,5.567359771071809,94.10017737026223,54.306269813568235,91.48272891405931,1,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:03.700,xapp_1,30,5,no_action,no_action,1,-88.82420279634226,19.55256109247334,59.55411963468915,87.22492553762692,60.22449872487124,0,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:03.800,xapp_2,98,5,no_action,no_action,1,-68.12462272750606,15.468827150759735,38.90392099227677,80.8333182036076,53.98313334537865,0,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:03.900,xapp_0,48,3,no_action,no_action,1,-90.27623724875846,22.399243875992763,65.95161421906694,90.96780012299747,60.57656323354071,0,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:04.000,xapp_0,44,4,no_action,no_action,1,-104.2660084973242,13.784327697964923,64.90835079548799,77.71993469540051,68.66984769977907,0,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:04.100,xapp_0,24,5,no_action,no_action,1,-85.94739758661974,17.366188122867726,58.90756631014691,83.97960646060324,62.087595032205726,0,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:04.200,xapp_2,60,1,no_action,no_action,1,-91.7396558152322,12.623713257997622,50.85939936173379,75.36096141081319,62.805986422869275,0,0,2,2,0.5,0,0,0,0
2026-01-01 00:00:04.300,xapp_2,18,1,no_action,no_action,1,-96.50816877568019,20.481648947705445,54.96883463893741,88.50065669658882,57.00276837176326,0,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:04.400,xapp_2,46,2,no_action,no_action,1,-89.534330252432,9.285148510846884,65.36681040522424,67.24981440955051,73.39825669176524,0,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:04.500,xapp_0,9,3,handover,handover,1,-85.51372378905413,17.24887019244367,86.68386515828942,83.79470485626973,76.09306238670104,1,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:04.600,xapp_1,26,3,no_action,no_action,1,-84.74562135068817,7.82049590312984,42.25101567818371,62.81719537614179,63.305011935962014,0,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:04.700,xapp_1,16,4,handover,handover,1,-86.04003476646643,7.197214637813655,90.00522133659155,60.70267548521352,87.80539603048211,1,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:04.800,xapp_2,86,3,no_action,no_action,1,-71.48273146661194,5.663674037041259,70.2939028556177,54.72635661957419,79.4832773907676,0,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:04.900,xapp_1,49,4,no_action,no_action,1,-102.90172696951721,5.042311067342931,66.39038800251004,51.90200916215459,78.15288293391208,0,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:05.000,xapp_0,60,4,no_action,no_action,1,-90.38114968925636,17.5934722885889,54.128972818772525,84.33448620633419,59.47101412079736,0,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:05.100,xapp_1,47,3,no_action,no_action,1,-86.4958192206266,21.81717745475852,72.43148966407313,90.2409686471282,64.39856737727804,0,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:05.200,xapp_0,30,3,no_action,no_action,1,-95.29429171814711,19.26216667398112,48.11218892350949,86.81433095079001,54.793927787773626,0,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:05.300,xapp_0,90,5,no_action,no_action,1,-90.9178915317352,14.321413088408839,48.09742473491084,78.74954915060862,59.727299279046576,0,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:05.400,xapp_0,1,2,no_action,no_action,1,-90.92378727938986,19.158542884879235,55.20967383277833,86.66638911028527,58.44629403150993,0,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:05.500,xapp_0,1,5,no_action,no_action,1,-91.6369320438207,16.886481327302047,84.77026479719235,83.21595399329405,75.49865107129412,0,0,2,2,0.5,0,0,0,0
2026-01-01 00:00:05.600,xapp_1,93,3,no_action,no_action,1,-95.84593122583723,8.60040133368435,56.439120581899964,65.26189434587114,69.61915895726564,0,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:05.700,xapp_1,90,5,no_action,no_action,1,-75.02395455622157,8.5252876276007,58.4232224288038,65.03525314376853,70.6863235868012,0,0,2,2,0.5,0,0,0,0
2026-01-01 00:00:05.800,xapp_1,23,2,no_action,no_action,1,-77.65545878512734,21.616319035756185,58.073817801904376,89.98584469208437,57.42058986519601,0,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:05.900,xapp_1,19,2,no_action,no_action,1,-93.72531817003637,30.0,61.26245281511881,99.0839262077375,50.63122640755941,0,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:06.000,xapp_0,4,2,no_action,no_action,1,-89.44158332007984,13.0734320156912,61.70276017876872,76.29804578016503,67.77794807369317,0,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:06.100,xapp_1,35,4,no_action,no_action,1,-84.70295460383163,16.13492150609675,55.93556606748392,81.97735355744595,61.832861527645214,0,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:06.200,xapp_2,12,3,no_action,no_action,1,-85.98858594379135,20.303192894107053,49.96537759024972,88.25995541501234,54.67949590101781,0,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:06.300,xapp_2,46,2,no_action,no_action,1,-96.9446738032359,15.551497893167108,53.54961921225126,80.97779760426631,61.22331171295852,0,0,2,2,0.5,0,0,0,0
2026-01-01 00:00:06.400,xapp_2,81,2,no_action,no_action,1,-82.92007626250668,12.677351256775161,50.66644252640582,75.4743392234096,62.65587000642775,0,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:06.500,xapp_0,75,5,no_action,no_action,1,-92.84390912733087,14.549606834098967,52.411799201485586,79.17612395416826,61.65629276664383,0,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:06.600,xapp_0,36,2,no_action,no_action,1,-76.57355592141684,5.627655625702442,84.16230464088753,54.56997283574164,86.45349669474132,0,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:06.700,xapp_1,96,5,no_action,no_action,1,-85.77631658378822,18.822391176628557,43.33254280883854,86.18118200654447,52.84388022779071,0,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:06.800,xapp_2,89,3,no_action,no_action,1,-79.55616954276536,15.105019208163796,70.22929456942445,80.18876952570558,70.00962807654844,0,0,2,2,0.5,0,0,0,0
2026-01-01 00:00:06.900,xapp_0,100,4,no_action,no_action,1,-92.48213405274765,16.96020944866298,58.13212128609474,83.33464539018087,62.105851194384385,0,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:07.000,xapp_2,52,3,no_action,no_action,1,-96.82607953630381,14.928597261474527,63.02861162704193,79.87094635237452,66.58570855204644,0,0,2,2,0.5,0,0,0,0
2026-01-01 00:00:07.100,xapp_2,85,4,no_action,no_action,1,-96.43789348060398,24.06833287939454,66.06874342676288,92.95588301256595,58.9660388339869,0,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:07.200,xapp_2,76,1,no_action,no_action,1,-85.0892692681966,21.78940394049994,53.5004488964616,90.2058257225622,54.96082050773086,0,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:07.300,xapp_1,27,2,no_action,no_action,1,-88.36941817978027,15.221752787495337,42.35808783016393,80.3971561694985,55.95729112758663,0,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:07.400,xapp_1,83,5,no_action,no_action,1,-80.76516529272861,12.613091347123396,50.03658835043366,75.33845630547201,62.40520282809344,0,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:07.500,xapp_2,19,5,no_action,no_action,1,-79.11910907001463,22.391260574112316,46.80798239629865,90.95795413370546,51.012730624037005,0,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:07.600,xapp_1,90,3,no_action,no_action,1,-90.15212966322152,9.987353176810956,59.72230296011415,69.15543963515134,69.87379830324612,0,0,3,3,0.3333333333333333,0,0,0,0
2026-01-01 00:00:07.700,xapp_1,20,4,no_action,no_action,1,-92.3092691113611,18.23779054506857,68.04039802357288,85.3174242076492,65.78240846671787,0,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:07.800,xapp_2,1,3,no_action,no_action,1,-86.05850812959676,15.444365030658718,38.31585041291876,80.7904279416566,53.713560175800666,0,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:07.900,xapp_0,38,5,no_action,no_action,1,-96.75309530814192,15.348263322594395,74.75256459537698,80.62130962266639,72.0280189750941,0,0,2,2,0.5,0,0,0,0
2026-01-01 00:00:08.000,xapp_2,36,3,no_action,no_action,1,-93.77535793032114,16.086032389465323,52.921837138231965,81.894910345234,60.37488617965066,0,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:08.100,xapp_2,31,1,handover,handover,1,-94.4494491664159,21.00205774206699,87.24131685365722,89.1913310595165,72.61860068476162,1,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:08.200,xapp_2,57,3,no_action,no_action,1,-90.88745548503609,19.881545632405512,38.20725811391459,87.6831319536022,49.22208342455178,0,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:08.300,xapp_1,8,2,no_action,no_action,1,-83.72794871268665,11.215469547442021,46.87381765697823,72.21274829919395,62.2214392810471,0,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:08.400,xapp_0,41,4,power_increase,power_increase,1,-105.30165213651375,16.81238229402651,68.57021265490182,83.09617151225858,67.47272403342441,2,0,3,3,0.3333333333333333,0,0,0,0
2026-01-01 00:00:08.500,xapp_0,13,3,no_action,no_action,1,-82.23580943989431,18.709815082647324,82.14987938144444,86.01684671954149,72.3651246080749,0,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:08.600,xapp_1,10,2,no_action,no_action,1,-99.8538461400786,15.947924600802944,80.993949717791,81.6607342069253,74.54905025809256,0,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:08.700,xapp_1,96,1,no_action,no_action,1,-93.57942419406511,21.861888982736232,49.83320860509923,90.29745414502932,53.05471531981338,0,0,2,2,0.5,0,0,0,0
2026-01-01 00:00:08.800,xapp_0,86,3,no_action,no_action,1,-87.79491873690074,16.393615174853306,23.216030980264,82.40971831116372,45.214400315278695,0,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:08.900,xapp_0,21,4,no_action,no_action,1,-97.21035054931734,15.026218498590916,60.70470890647113,80.04724292547807,65.32613595464466,0,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:09.000,xapp_0,53,5,no_action,no_action,1,-95.15420144134359,21.77985192654096,48.90571845855972,90.19372928332153,52.673007302738895,0,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:09.100,xapp_0,51,5,no_action,no_action,1,-95.19397822666967,8.157049422290715,68.03237714962808,63.89765618136978,75.85913915252333,0,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:09.200,xapp_0,32,2,no_action,no_action,1,-96.6231446313257,13.480677822845363,63.635005291246685,77.1211445936424,68.33682482277797,0,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:09.300,xapp_1,3,3,no_action,no_action,1,-73.6208086309581,19.685362601575893,51.460108041768336,87.41076684462553,56.04469141930828,0,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:09.400,xapp_0,94,3,no_action,no_action,1,-98.16306597809724,13.654527810355248,82.33567760826719,77.46549155971735,77.51331099377835,0,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:09.500,xapp_2,38,4,no_action,no_action,1,-82.9773986521591,15.270354371302432,63.60526734116216,80.48347536805201,66.53227929927866,0,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:09.600,xapp_1,30,3,no_action,no_action,1,-87.99044022224261,12.73101667513922,29.56153717359017,75.5873308937977,52.04975191165587,0,0,2,2,0.5,0,0,0,0
2026-01-01 00:00:09.700,xapp_2,30,2,no_action,no_action,1,-74.3095722242909,6.483087803224226,59.16678451655072,58.07267406314602,73.10030445505114,0,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:09.800,xapp_0,34,5,no_action,no_action,1,-99.18443924924593,11.988718985589118,32.71049325705106,73.98374493337057,54.36652764293642,0,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:09.900,xapp_2,23,3,no_action,no_action,1,-82.68315587524732,16.83299123048424,45.90180320508967,83.12953619417789,56.11791037206059,0,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:10.000,xapp_0,67,3,no_action,no_action,1,-86.25776363033832,15.075321907894974,39.515028202745164,80.1355144531958,54.682192193477604,0,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:10.100,xapp_0,5,2,no_action,no_action,1,-85.96714512247573,10.922504633557557,51.61461760149215,71.51230876616361,64.88480416718852,0,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:10.200,xapp_0,70,1,power_increase,power_increase,1,-107.16685407879953,17.56470625395748,41.72265538070121,84.28981165507562,53.296621436393124,2,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:10.300,xapp_1,47,1,handover,handover,1,-99.28260020215444,15.612527491697595,89.60191337403836,81.08399363748637,79.18842919532159,1,0,2,2,0.5,0,0,0,0
2026-01-01 00:00:10.400,xapp_2,63,5,no_action,no_action,1,-88.54794417898152,11.123841031661563,60.3562722299662,71.9954987113048,69.05429508332153,0,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:10.500,xapp_1,14,2,no_action,no_action,1,-87.47491218655009,15.960451903163246,83.95669083781216,81.68205410445692,76.01789351574283,0,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:10.600,xapp_1,26,3,no_action,no_action,1,-83.18878326096937,10.060320771017293,60.429308393517395,69.3464264411077,70.1543334257414,0,0,2,2,0.5,0,0,0,0
2026-01-01 00:00:10.700,xapp_2,18,2,no_action,no_action,1,-82.25101474956463,9.15115783087455,35.11362617418515,66.87144768062699,58.405655256218026,0,0,2,2,0.5,0,0,0,0
2026-01-01 00:00:10.800,xapp_0,28,2,no_action,no_action,1,-80.48320174972201,16.116680793481777,61.128989188937815,81.9466212280331,64.44781380098713,0,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:10.900,xapp_0,17,5,no_action,no_action,1,-97.0000693396646,23.435708175362823,73.22459635424175,92.2183802213024,63.17659000175806,0,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:11.000,xapp_2,18,4,no_action,no_action,1,-71.00536477206089,20.072663463436488,53.39243161689713,87.94601537842362,56.62355234501207,0,0,3,3,0.3333333333333333,0,0,0,0
2026-01-01 00:00:11.100,xapp_2,42,1,no_action,no_action,1,-77.34369453628976,18.557271325974135,55.65933079300963,85.79266382390065,59.27239407053068,0,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:11.200,xapp_1,59,3,no_action,no_action,1,-89.7784725470703,15.63682739268578,54.57865740859534,81.12616871488358,61.652501311611886,0,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:11.300,xapp_1,70,4,no_action,no_action,1,-91.90794693907246,18.987421022391572,62.17806090428187,86.42040855977271,62.10160942974936,0,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:11.400,xapp_2,6,1,no_action,no_action,1,-75.63868354688829,14.627461767344137,68.49510195778534,79.3202313569696,69.62008921154853,0,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:11.500,xapp_2,8,2,no_action,no_action,1,-83.3454545911579,19.665060701941748,48.57397626408271,87.382433928117,54.6219274300996,0,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:11.600,xapp_1,26,4,power_increase,power_increase,1,-87.76194120170632,1.2952257777014928,53.120710845855015,23.97272152462542,75.26512964522601,2,0,3,3,0.3333333333333333,0,0,0,0
2026-01-01 00:00:11.700,xapp_1,14,5,no_action,no_action,1,-92.45373119457454,18.821260993045115,60.1619724721455,86.17953684000472,61.25972524302763,0,0,2,2,0.5,0,0,0,0
2026-01-01 00:00:11.800,xapp_0,3,1,handover,handover,1,-95.98375991861192,4.3059984259534225,89.95512235264418,48.15248495170334,90.67156275036868,1,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:11.900,xapp_1,13,2,no_action,no_action,1,-74.12806297852052,26.94939136109162,50.93378282802432,96.09489923003213,48.51750005292054,0,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:12.000,xapp_2,94,1,no_action,no_action,1,-86.38787246384824,18.219013008521593,70.25942456211676,85.28924686735456,66.91069927253679,0,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:12.100,xapp_2,9,2,no_action,no_action,1,-91.15619268283123,17.440220396893746,83.70201142612802,84.09567987600494,74.41078531617026,0,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:12.200,xapp_0,72,3,no_action,no_action,1,-94.75612842179399,17.94164259230321,55.22282234024491,84.86979079160919,59.66976857781924,0,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:12.300,xapp_0,83,3,no_action,no_action,1,-92.55245616853074,18.71182458129559,63.65184766049831,86.01978834628433,63.114099248953565,0,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:12.400,xapp_0,42,1,no_action,no_action,1,-94.00629105934075,24.535094509552778,68.2879972852116,93.4881898719481,59.608904133053024,0,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:12.500,xapp_0,38,1,handover,handover,1,-87.63559639216678,15.092091895947759,85.14655968412924,80.16559953363026,77.48118794611686,1,0,3,3,0.3333333333333333,0,0,0,0
2026-01-01 00:00:12.600,xapp_0,17,1,no_action,no_action,1,-84.50534567565883,3.302034987425568,25.66408114600504,42.100385158074445,59.530005585576944,0,0,2,2,0.5,0,0,0,0
2026-01-01 00:00:12.700,xapp_2,7,3,no_action,no_action,1,-78.54014466037995,10.625966431276492,53.9944069024867,70.78557485899128,66.37123701996686,0,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:12.800,xapp_2,29,1,no_action,no_action,1,-82.27262393632328,15.410274355763988,52.689074641182785,80.7305490737943,60.934262964827404,0,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:12.900,xapp_0,27,1,no_action,no_action,1,-86.76943553056556,15.357831186096963,52.83513829852325,80.63819150334115,61.059737963164665,0,0,2,2,0.5,0,0,0,0
2026-01-01 00:00:13.000,xapp_1,5,3,no_action,no_action,1,-93.25019783511827,16.30264493537008,26.32795638439036,82.25841368790852,46.8613332568251,0,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:13.100,xapp_0,88,4,no_action,no_action,1,-84.59353015964736,21.43487481924797,53.3304366263154,89.75342458123811,55.23034349390973,0,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:13.200,xapp_0,29,4,no_action,no_action,1,-82.2891974502771,19.86778723760062,80.78854981936648,87.66411448212693,70.52648767208262,0,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:13.300,xapp_1,43,3,no_action,no_action,1,-81.93117640120931,9.70807298576474,52.30628437542877,68.41253944719055,66.44506920194964,0,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:13.400,xapp_1,38,2,no_action,no_action,1,-88.55575326555655,28.217857916992752,56.95730670494771,97.37557013832154,50.2607954354811,0,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:13.500,xapp_2,76,4,no_action,no_action,1,-89.62467652039793,23.910818092680394,68.85411928592683,92.77400993178907,60.51624155028302,0,0,2,2,0.5,0,0,0,0
2026-01-01 00:00:13.600,xapp_0,72,2,no_action,no_action,1,-94.82118244244252,21.509245840800475,50.588716734337844,89.84891631660616,53.78511252636845,0,0,2,2,0.5,0,0,0,0
2026-01-01 00:00:13.700,xapp_1,87,1,no_action,no_action,1,-93.96311394344997,8.825278032312934,43.509662627518665,65.92996465666397,62.929553281446395,0,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:13.800,xapp_2,40,5,no_action,no_action,1,-78.82268457960951,11.548003578491251,69.2432372545209,72.98771881230556,73.0736150487692,0,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:13.900,xapp_1,41,3,no_action,no_action,1,-95.04330099223708,19.26123244515134,25.188939390328045,86.81300055173237,43.33323725001269,0,0,1,1,1.0,0,0,0,0
2026-01-01 00:00:14.000,xapp_2,38,2,power_increase,power_increase,1,-102.44599980697302,1.0768217760894991,62.42029838818354,21.087548312249034,80.13332741800227,2,0,2,2,0.5,0,0,0,0
2026-01-01 00:00:14.100,xapp_2,51,1,power_increase,power_increase,1,-83.79621942008869,1.5155667852921422,59.18557700223282,26.617669839224554,78.07722171582427,2,0,1,1,1.0,0,0,0,0
